Majority.protein.IDs,Mean RF score,St Dev of score,Feature_count,Used_for_positive_training,Training_label,Protein.names,Gene.names,Summed_intensities,Fasta.headers
P09972,0.218157623596358,0.0828139892927943,15,"","",Fructose-bisphosphate aldolase C,ALDOC,297596861730,>sp|P09972|ALDOC_HUMAN Fructose-bisphosphate aldolase C OS=Homo sapiens GN=ALDOC PE=1 SV=2
Q13619;Q13619-2,0.217805408711631,0.080423959816048,14,"","",Cullin-4A,CUL4A,96935843330,>sp|Q13619|CUL4A_HUMAN Cullin-4A OS=Homo sapiens GN=CUL4A PE=1 SV=3;>sp|Q13619-2|CUL4A_HUMAN Isoform 2 of Cullin-4A OS=Homo sapiens GN=CUL4A
P38935,0.217693563266947,0.100479452359642,8,"","",DNA-binding protein SMUBP-2,IGHMBP2,880720312,>sp|P38935|SMBP2_HUMAN DNA-binding protein SMUBP-2 OS=Homo sapiens GN=IGHMBP2 PE=1 SV=3
Q9NV31,0.217501186296209,0.110004575015384,13,"","",U3 small nucleolar ribonucleoprotein protein IMP3,IMP3,11423958360,>sp|Q9NV31|IMP3_HUMAN U3 small nucleolar ribonucleoprotein protein IMP3 OS=Homo sapiens GN=IMP3 PE=1 SV=1
Q99700-2;Q99700-4;Q99700;Q99700-5,0.217418175689964,0.0931425925879114,8,"","",Ataxin-2,ATXN2,7467561930,>sp|Q99700-2|ATX2_HUMAN Isoform 2 of Ataxin-2 OS=Homo sapiens GN=ATXN2;>sp|Q99700-4|ATX2_HUMAN Isoform 4 of Ataxin-2 OS=Homo sapiens GN=ATXN2;>sp|Q99700|ATX2_HUMAN Ataxin-2 OS=Homo sapiens GN=ATXN2 PE=1 SV=2;>sp|Q99700-5|ATX2_HUMAN Isoform 5 of Ataxin-2 OS
Q6IA86-3;Q6IA86;Q6IA86-6;Q6IA86-2;Q6IA86-5;Q6IA86-7;Q6IA86-4,0.217408479632431,0.0715392855106394,8,"","",Elongator complex protein 2,ELP2,11465550440,>sp|Q6IA86-3|ELP2_HUMAN Isoform 3 of Elongator complex protein 2 OS=Homo sapiens GN=ELP2;>sp|Q6IA86|ELP2_HUMAN Elongator complex protein 2 OS=Homo sapiens GN=ELP2 PE=1 SV=2;>sp|Q6IA86-6|ELP2_HUMAN Isoform 6 of Elongator complex protein 2 OS=Homo sapiens GN
P18124,0.217407261148013,0.0888722052994207,15,"","",60S ribosomal protein L7,RPL7,1039956422620,>sp|P18124|RL7_HUMAN 60S ribosomal protein L7 OS=Homo sapiens GN=RPL7 PE=1 SV=1
P05388;Q8NHW5,0.217338742786896,0.0743343490404181,15,"","",60S acidic ribosomal protein P0;60S acidic ribosomal protein P0-like,RPLP0;RPLP0P6,978882518317,>sp|P05388|RLA0_HUMAN 60S acidic ribosomal protein P0 OS=Homo sapiens GN=RPLP0 PE=1 SV=1;>sp|Q8NHW5|RLA0L_HUMAN 60S acidic ribosomal protein P0-like OS=Homo sapiens GN=RPLP0P6 PE=5 SV=1
O00139;O00139-4;O00139-1;O00139-5,0.21733609545986,0.103149333919811,12,"","",Kinesin-like protein KIF2A,KIF2A,32695729287,>sp|O00139|KIF2A_HUMAN Kinesin-like protein KIF2A OS=Homo sapiens GN=KIF2A PE=1 SV=3;>sp|O00139-4|KIF2A_HUMAN Isoform 4 of Kinesin-like protein KIF2A OS=Homo sapiens GN=KIF2A;>sp|O00139-1|KIF2A_HUMAN Isoform 1 of Kinesin-like protein KIF2A OS=Homo sapiens
Q9UI08,0.217145040182113,0.0860135944655617,7,"","",Ena/VASP-like protein,EVL,13454965500,>sp|Q9UI08|EVL_HUMAN Ena/VASP-like protein OS=Homo sapiens GN=EVL PE=1 SV=2
Q9UHD2,0.217122406586283,0.125561955334,12,"","",Serine/threonine-protein kinase TBK1,TBK1,11277734410,>sp|Q9UHD2|TBK1_HUMAN Serine/threonine-protein kinase TBK1 OS=Homo sapiens GN=TBK1 PE=1 SV=1
P62841,0.216855262919502,0.0821561141964799,9,"","",40S ribosomal protein S15,RPS15,250681196916,>sp|P62841|RS15_HUMAN 40S ribosomal protein S15 OS=Homo sapiens GN=RPS15 PE=1 SV=2
O43865;O43865-2,0.216847878790314,0.051261085784542,12,"","",Putative adenosylhomocysteinase 2,AHCYL1,55309361972,>sp|O43865|SAHH2_HUMAN Putative adenosylhomocysteinase 2 OS=Homo sapiens GN=AHCYL1 PE=1 SV=2;>sp|O43865-2|SAHH2_HUMAN Isoform 2 of Putative adenosylhomocysteinase 2 OS=Homo sapiens GN=AHCYL1
P26373;P26373-2,0.216704773009908,0.0792372763438874,15,"","",60S ribosomal protein L13,RPL13,581303132400,>sp|P26373|RL13_HUMAN 60S ribosomal protein L13 OS=Homo sapiens GN=RPL13 PE=1 SV=4;>sp|P26373-2|RL13_HUMAN Isoform 2 of 60S ribosomal protein L13 OS=Homo sapiens GN=RPL13
O00264;O00264-2,0.216467383307666,0.125557531342242,10,"","",Membrane-associated progesterone receptor component 1,PGRMC1,121953118630,>sp|O00264|PGRC1_HUMAN Membrane-associated progesterone receptor component 1 OS=Homo sapiens GN=PGRMC1 PE=1 SV=3;>sp|O00264-2|PGRC1_HUMAN Isoform 2 of Membrane-associated progesterone receptor component 1 OS=Homo sapiens GN=PGRMC1
Q9P275;Q9P275-2,0.216415755836198,0.0621030404501479,7,"","",Ubiquitin carboxyl-terminal hydrolase 36,USP36,4723391515,>sp|Q9P275|UBP36_HUMAN Ubiquitin carboxyl-terminal hydrolase 36 OS=Homo sapiens GN=USP36 PE=1 SV=3;>sp|Q9P275-2|UBP36_HUMAN Isoform 2 of Ubiquitin carboxyl-terminal hydrolase 36 OS=Homo sapiens GN=USP36
P0C0L5,0.216338502460127,0.0754866342808101,6,"","",Complement C4-B;Complement C4 beta chain;Complement C4-B alpha chain;C4a anaphylatoxin;C4b-B;C4d-B;Complement C4 gamma chain,C4B,494829874980,>sp|P0C0L5|CO4B_HUMAN Complement C4-B OS=Homo sapiens GN=C4B PE=1 SV=2
Q96E29;Q96E29-3;Q96E29-2,0.216247136188354,0.0592370558248247,5,"","","Transcription termination factor 3, mitochondrial",MTERF3,1290553390,">sp|Q96E29|MTEF3_HUMAN Transcription termination factor 3, mitochondrial OS=Homo sapiens GN=MTERF3 PE=1 SV=2;>sp|Q96E29-3|MTEF3_HUMAN Isoform 3 of Transcription termination factor 3, mitochondrial OS=Homo sapiens GN=MTERF3;>sp|Q96E29-2|MTEF3_HUMAN Isoform"
Q8NCA5-2;Q8NCA5,0.216142334950967,0.104166827189825,13,"","",Protein FAM98A,FAM98A,18285609780,>sp|Q8NCA5-2|FA98A_HUMAN Isoform 2 of Protein FAM98A OS=Homo sapiens GN=FAM98A;>sp|Q8NCA5|FA98A_HUMAN Protein FAM98A OS=Homo sapiens GN=FAM98A PE=1 SV=1
Q8TB03;Q8TB03-2,0.216137146195937,0.0823229256652991,8,"","",Uncharacterized protein CXorf38,CXorf38,5446805590,>sp|Q8TB03|CX038_HUMAN Uncharacterized protein CXorf38 OS=Homo sapiens GN=CXorf38 PE=1 SV=1;>sp|Q8TB03-2|CX038_HUMAN Isoform 2 of Uncharacterized protein CXorf38 OS=Homo sapiens GN=CXorf38
P37837,0.216075551949475,0.0671793097907348,14,"","",Transaldolase,TALDO1,899946999760,>sp|P37837|TALDO_HUMAN Transaldolase OS=Homo sapiens GN=TALDO1 PE=1 SV=2
Q5VZK9;Q5VZK9-2,0.21605816787531,0.0739244090041074,8,"","",Leucine-rich repeat-containing protein 16A,LRRC16A,3993436959,>sp|Q5VZK9|LR16A_HUMAN Leucine-rich repeat-containing protein 16A OS=Homo sapiens GN=LRRC16A PE=1 SV=1;>sp|Q5VZK9-2|LR16A_HUMAN Isoform 2 of Leucine-rich repeat-containing protein 16A OS=Homo sapiens GN=LRRC16A
P43304;P43304-2,0.216037695742157,0.0573927091863799,12,"","","Glycerol-3-phosphate dehydrogenase, mitochondrial",GPD2,96765254590,">sp|P43304|GPDM_HUMAN Glycerol-3-phosphate dehydrogenase, mitochondrial OS=Homo sapiens GN=GPD2 PE=1 SV=3;>sp|P43304-2|GPDM_HUMAN Isoform 2 of Glycerol-3-phosphate dehydrogenase, mitochondrial OS=Homo sapiens GN=GPD2"
Q9ULH1;Q9ULH1-2,0.216024017791897,0.083411601319399,8,"","","Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1",ASAP1,7309230040,">sp|Q9ULH1|ASAP1_HUMAN Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1 OS=Homo sapiens GN=ASAP1 PE=1 SV=4;>sp|Q9ULH1-2|ASAP1_HUMAN Isoform 1 of Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1 OS=Homo sapiens GN"
Q9BYC5;Q9BYC5-2;Q9BYC5-3,0.215997520085797,0.0701347834676628,7,"","","Alpha-(1,6)-fucosyltransferase",FUT8,10245083800,">sp|Q9BYC5|FUT8_HUMAN Alpha-(1,6)-fucosyltransferase OS=Homo sapiens GN=FUT8 PE=1 SV=2;>sp|Q9BYC5-2|FUT8_HUMAN Isoform 2 of Alpha-(1,6)-fucosyltransferase OS=Homo sapiens GN=FUT8;>sp|Q9BYC5-3|FUT8_HUMAN Isoform 3 of Alpha-(1,6)-fucosyltransferase OS=Homo s"
P55081,0.215956281090579,0.0893423062343181,9,"","",Microfibrillar-associated protein 1,MFAP1,11474965904,>sp|P55081|MFAP1_HUMAN Microfibrillar-associated protein 1 OS=Homo sapiens GN=MFAP1 PE=1 SV=2
O15194-2;O15194,0.215877104370993,0.0540455904884861,5,"","",CTD small phosphatase-like protein,CTDSPL,653217820,>sp|O15194-2|CTDSL_HUMAN Isoform 2 of CTD small phosphatase-like protein OS=Homo sapiens GN=CTDSPL;>sp|O15194|CTDSL_HUMAN CTD small phosphatase-like protein OS=Homo sapiens GN=CTDSPL PE=1 SV=2
Q9H974;Q9H974-4;Q9H974-2;Q9H974-3,0.215876457994462,0.0958085998613721,8,"","",Queuine tRNA-ribosyltransferase subunit QTRTD1,QTRTD1,6490393870,>sp|Q9H974|QTRD1_HUMAN Queuine tRNA-ribosyltransferase subunit QTRTD1 OS=Homo sapiens GN=QTRTD1 PE=1 SV=1;>sp|Q9H974-4|QTRD1_HUMAN Isoform 4 of Queuine tRNA-ribosyltransferase subunit QTRTD1 OS=Homo sapiens GN=QTRTD1;>sp|Q9H974-2|QTRD1_HUMAN Isoform 2 of Q
P42677,0.215832719627103,0.0772834125079838,15,"","",40S ribosomal protein S27,RPS27,222513882620,>sp|P42677|RS27_HUMAN 40S ribosomal protein S27 OS=Homo sapiens GN=RPS27 PE=1 SV=3
Q13428-3;Q13428-8;Q13428-5,0.215799126983365,0.0919707863204408,10,"","",Treacle protein,TCOF1,86760355030,>sp|Q13428-3|TCOF_HUMAN Isoform 3 of Treacle protein OS=Homo sapiens GN=TCOF1;>sp|Q13428-8|TCOF_HUMAN Isoform 8 of Treacle protein OS=Homo sapiens GN=TCOF1;>sp|Q13428-5|TCOF_HUMAN Isoform 5 of Treacle protein OS=Homo sapiens GN=TCOF1
Q92900,0.215772811972196,0.0848783094752021,14,"","",Regulator of nonsense transcripts 1,UPF1,248578033660,>sp|Q92900|RENT1_HUMAN Regulator of nonsense transcripts 1 OS=Homo sapiens GN=UPF1 PE=1 SV=2
P39023,0.215626102534916,0.0884100933004409,15,"","",60S ribosomal protein L3,RPL3,787079313600,>sp|P39023|RL3_HUMAN 60S ribosomal protein L3 OS=Homo sapiens GN=RPL3 PE=1 SV=2
P16083,0.215430212115511,0.03611223801348,5,"","",Ribosyldihydronicotinamide dehydrogenase [quinone],NQO2,9189085694,>sp|P16083|NQO2_HUMAN Ribosyldihydronicotinamide dehydrogenase [quinone] OS=Homo sapiens GN=NQO2 PE=1 SV=5
P49756,0.215395801055135,0.0965225018720928,13,"","",RNA-binding protein 25,RBM25,107682258660,>sp|P49756|RBM25_HUMAN RNA-binding protein 25 OS=Homo sapiens GN=RBM25 PE=1 SV=3
Q5JPH6;Q5JPH6-2,0.215331017646338,0.102044086128903,9,"","","Probable glutamate--tRNA ligase, mitochondrial",EARS2,8835568027,">sp|Q5JPH6|SYEM_HUMAN Probable glutamate--tRNA ligase, mitochondrial OS=Homo sapiens GN=EARS2 PE=1 SV=2;>sp|Q5JPH6-2|SYEM_HUMAN Isoform 2 of Probable glutamate--tRNA ligase, mitochondrial OS=Homo sapiens GN=EARS2"
Q5W0V3;Q5W0V3-2,0.21529915134253,0.0763714807680988,9,"","",Protein FAM160B1,FAM160B1,5391486580,>sp|Q5W0V3|F16B1_HUMAN Protein FAM160B1 OS=Homo sapiens GN=FAM160B1 PE=1 SV=1;>sp|Q5W0V3-2|F16B1_HUMAN Isoform 2 of Protein FAM160B1 OS=Homo sapiens GN=FAM160B1
P20936-2;P20936-4;P20936,0.215289950414669,0.0854294097207814,11,"","",Ras GTPase-activating protein 1,RASA1,15030739980,>sp|P20936-2|RASA1_HUMAN Isoform 2 of Ras GTPase-activating protein 1 OS=Homo sapiens GN=RASA1;>sp|P20936-4|RASA1_HUMAN Isoform 4 of Ras GTPase-activating protein 1 OS=Homo sapiens GN=RASA1;>sp|P20936|RASA1_HUMAN Ras GTPase-activating protein 1 OS=Homo sap
Q96H78,0.215114994808169,0.0807455500691679,5,"","",Solute carrier family 25 member 44,SLC25A44,426028485,>sp|Q96H78|S2544_HUMAN Solute carrier family 25 member 44 OS=Homo sapiens GN=SLC25A44 PE=2 SV=1
Q7Z478,0.214813686990263,0.0847016362919138,9,"","",ATP-dependent RNA helicase DHX29,DHX29,42514028850,>sp|Q7Z478|DHX29_HUMAN ATP-dependent RNA helicase DHX29 OS=Homo sapiens GN=DHX29 PE=1 SV=2
O60879-3,0.214749448176508,0.0788412840814845,6,"","",Protein diaphanous homolog 2,DIAPH2,6045880070,>sp|O60879-3|DIAP2_HUMAN Isoform 3 of Protein diaphanous homolog 2 OS=Homo sapiens GN=DIAPH2
Q96DI7;Q96DI7-2,0.214736764195933,0.0678922593250413,12,"","",U5 small nuclear ribonucleoprotein 40 kDa protein,SNRNP40,49776580120,>sp|Q96DI7|SNR40_HUMAN U5 small nuclear ribonucleoprotein 40 kDa protein OS=Homo sapiens GN=SNRNP40 PE=1 SV=1;>sp|Q96DI7-2|SNR40_HUMAN Isoform 2 of U5 small nuclear ribonucleoprotein 40 kDa protein OS=Homo sapiens GN=SNRNP40
P55957-2,0.214712162713018,0.101041809810595,10,"","",BH3-interacting domain death agonist;BH3-interacting domain death agonist p15;BH3-interacting domain death agonist p13;BH3-interacting domain death agonist p11,BID,85343688670,>sp|P55957-2|BID_HUMAN Isoform 2 of BH3-interacting domain death agonist OS=Homo sapiens GN=BID
P39880-3;P39880;P39880-2;P39880-4;P39880-5;P39880-6,0.214468089371546,0.0617076803074761,10,"","",Homeobox protein cut-like 1,CUX1,6251683442,>sp|P39880-3|CUX1_HUMAN Isoform 3 of Homeobox protein cut-like 1 OS=Homo sapiens GN=CUX1;>sp|P39880|CUX1_HUMAN Homeobox protein cut-like 1 OS=Homo sapiens GN=CUX1 PE=1 SV=3;>sp|P39880-2|CUX1_HUMAN Isoform 2 of Homeobox protein cut-like 1 OS=Homo sapiens GN
Q9UBB4;Q9UBB4-2,0.214446446803074,0.0791786102273848,12,"","",Ataxin-10,ATXN10,54397652477,>sp|Q9UBB4|ATX10_HUMAN Ataxin-10 OS=Homo sapiens GN=ATXN10 PE=1 SV=1;>sp|Q9UBB4-2|ATX10_HUMAN Isoform 2 of Ataxin-10 OS=Homo sapiens GN=ATXN10
Q14728,0.214295449636443,0.0793855582611319,9,"","",Major facilitator superfamily domain-containing protein 10,MFSD10,9799024570,>sp|Q14728|MFS10_HUMAN Major facilitator superfamily domain-containing protein 10 OS=Homo sapiens GN=MFSD10 PE=2 SV=1
O00635,0.21422958266418,0.0542766741729429,7,"","",Tripartite motif-containing protein 38,TRIM38,602370190,>sp|O00635|TRI38_HUMAN E3 ubiquitin-protein ligase TRIM38 OS=Homo sapiens GN=TRIM38 PE=1 SV=1
Q04446,0.214177673305054,0.0854132595886017,15,"","","1,4-alpha-glucan-branching enzyme",GBE1,379041422387,">sp|Q04446|GLGB_HUMAN 1,4-alpha-glucan-branching enzyme OS=Homo sapiens GN=GBE1 PE=1 SV=3"
Q96GQ7,0.214133114940848,0.0897908375516972,12,"","",Probable ATP-dependent RNA helicase DDX27,DDX27,55163477010,>sp|Q96GQ7|DDX27_HUMAN Probable ATP-dependent RNA helicase DDX27 OS=Homo sapiens GN=DDX27 PE=1 SV=2
Q8N137-5;Q8N137;Q8N137-3;Q8N137-2;Q8N137-4,0.214080890247137,0.047292036966991,5,"","",Centrobin,CNTROB,1349928270,>sp|Q8N137-5|CNTRB_HUMAN Isoform 5 of Centrobin OS=Homo sapiens GN=CNTROB;>sp|Q8N137|CNTRB_HUMAN Centrobin OS=Homo sapiens GN=CNTROB PE=1 SV=1;>sp|Q8N137-3|CNTRB_HUMAN Isoform 3 of Centrobin OS=Homo sapiens GN=CNTROB;>sp|Q8N137-2|CNTRB_HUMAN Isoform 2 of C
Q9NZD8;Q9NZD8-2,0.213905522631288,0.0598034652665073,6,"","",Maspardin,SPG21,6027621550,>sp|Q9NZD8|SPG21_HUMAN Maspardin OS=Homo sapiens GN=SPG21 PE=1 SV=1;>sp|Q9NZD8-2|SPG21_HUMAN Isoform 2 of Maspardin OS=Homo sapiens GN=SPG21
Q6P9B9,0.213895109180371,0.0774375693007304,9,"","",Integrator complex subunit 5,INTS5,5008155375,>sp|Q6P9B9|INT5_HUMAN Integrator complex subunit 5 OS=Homo sapiens GN=INTS5 PE=1 SV=1
Q14CX7;Q14CX7-2,0.213570361136498,0.0891757029190631,9,"","","N-alpha-acetyltransferase 25, NatB auxiliary subunit",NAA25,19205144150,">sp|Q14CX7|NAA25_HUMAN N-alpha-acetyltransferase 25, NatB auxiliary subunit OS=Homo sapiens GN=NAA25 PE=1 SV=1;>sp|Q14CX7-2|NAA25_HUMAN Isoform 2 of N-alpha-acetyltransferase 25, NatB auxiliary subunit OS=Homo sapiens GN=NAA25"
Q4V328;Q4V328-4;Q4V328-2,0.213468365192336,0.0869058270415796,11,"","",GRIP1-associated protein 1,GRIPAP1,7228800610,>sp|Q4V328|GRAP1_HUMAN GRIP1-associated protein 1 OS=Homo sapiens GN=GRIPAP1 PE=1 SV=1;>sp|Q4V328-4|GRAP1_HUMAN Isoform 4 of GRIP1-associated protein 1 OS=Homo sapiens GN=GRIPAP1;>sp|Q4V328-2|GRAP1_HUMAN Isoform 2 of GRIP1-associated protein 1 OS=Homo sapi
Q9BVP2-2;Q9BVP2,0.212920494552288,0.0682641004999475,13,"","",Guanine nucleotide-binding protein-like 3,GNL3,76314083890,>sp|Q9BVP2-2|GNL3_HUMAN Isoform 2 of Guanine nucleotide-binding protein-like 3 OS=Homo sapiens GN=GNL3;>sp|Q9BVP2|GNL3_HUMAN Guanine nucleotide-binding protein-like 3 OS=Homo sapiens GN=GNL3 PE=1 SV=2
P23258;Q9NRH3,0.212702040898909,0.0679720312738074,12,"","",Tubulin gamma-1 chain;Tubulin gamma-2 chain,TUBG1;TUBG2,36236827760,>sp|P23258|TBG1_HUMAN Tubulin gamma-1 chain OS=Homo sapiens GN=TUBG1 PE=1 SV=2;>sp|Q9NRH3|TBG2_HUMAN Tubulin gamma-2 chain OS=Homo sapiens GN=TUBG2 PE=2 SV=1
Q9H501,0.212670558257304,0.0655807050143314,8,"","",ESF1 homolog,ESF1,9136840224,>sp|Q9H501|ESF1_HUMAN ESF1 homolog OS=Homo sapiens GN=ESF1 PE=1 SV=1
P18031,0.212545109144641,0.0862803519885359,13,"","",Tyrosine-protein phosphatase non-receptor type 1,PTPN1,81714770390,>sp|P18031|PTN1_HUMAN Tyrosine-protein phosphatase non-receptor type 1 OS=Homo sapiens GN=PTPN1 PE=1 SV=1
Q8NEW0,0.212334595267926,0.0653945516425871,8,"","",Zinc transporter 7,SLC30A7,13717366650,>sp|Q8NEW0|ZNT7_HUMAN Zinc transporter 7 OS=Homo sapiens GN=SLC30A7 PE=2 SV=1
Q6F5E8,0.212291542481415,0.068573390060193,6,"","",Leucine-rich repeat-containing protein 16C,RLTPR,619909680,>sp|Q6F5E8|LR16C_HUMAN Leucine-rich repeat-containing protein 16C OS=Homo sapiens GN=RLTPR PE=1 SV=2
Q8N1G0,0.212256284027539,0.099654094142948,9,"","",Zinc finger protein 687,ZNF687,3631151980,>sp|Q8N1G0|ZN687_HUMAN Zinc finger protein 687 OS=Homo sapiens GN=ZNF687 PE=1 SV=1
O14776-2;O14776,0.212172005801586,0.0715616933443337,14,"","",Transcription elongation regulator 1,TCERG1,133225093780,>sp|O14776-2|TCRG1_HUMAN Isoform 2 of Transcription elongation regulator 1 OS=Homo sapiens GN=TCERG1;>sp|O14776|TCRG1_HUMAN Transcription elongation regulator 1 OS=Homo sapiens GN=TCERG1 PE=1 SV=2
Q9UHD9,0.212161236904843,0.0816049659776782,13,"","",Ubiquilin-2,UBQLN2,20870319397,>sp|Q9UHD9|UBQL2_HUMAN Ubiquilin-2 OS=Homo sapiens GN=UBQLN2 PE=1 SV=2
Q13123,0.212115474970853,0.0863907892680265,11,"","",Protein Red,IK,31508995450,>sp|Q13123|RED_HUMAN Protein Red OS=Homo sapiens GN=IK PE=1 SV=3
O94855;O94855-2,0.212092469016229,0.0812538187317251,11,"","",Protein transport protein Sec24D,SEC24D,74276288790,>sp|O94855|SC24D_HUMAN Protein transport protein Sec24D OS=Homo sapiens GN=SEC24D PE=1 SV=2;>sp|O94855-2|SC24D_HUMAN Isoform 2 of Protein transport protein Sec24D OS=Homo sapiens GN=SEC24D
Q96RL7-3;Q96RL7;Q96RL7-4,0.212068075035861,0.087726186135338,6,"","",Vacuolar protein sorting-associated protein 13A,VPS13A,4290829530,>sp|Q96RL7-3|VP13A_HUMAN Isoform 3 of Vacuolar protein sorting-associated protein 13A OS=Homo sapiens GN=VPS13A;>sp|Q96RL7|VP13A_HUMAN Vacuolar protein sorting-associated protein 13A OS=Homo sapiens GN=VPS13A PE=1 SV=2;>sp|Q96RL7-4|VP13A_HUMAN Isoform 4 of
Q7Z5R6,0.211958461261096,0.0706829250848927,8,"","",Amyloid beta A4 precursor protein-binding family B member 1-interacting protein,APBB1IP,5719331340,>sp|Q7Z5R6|AB1IP_HUMAN Amyloid beta A4 precursor protein-binding family B member 1-interacting protein OS=Homo sapiens GN=APBB1IP PE=1 SV=1
P63098,0.211883351737119,0.0574603264150592,9,"","",Calcineurin subunit B type 1,PPP3R1,8925208790,>sp|P63098|CANB1_HUMAN Calcineurin subunit B type 1 OS=Homo sapiens GN=PPP3R1 PE=1 SV=2
Q9NVV0,0.211829958042884,0.0811878412468822,7,"","",Trimeric intracellular cation channel type B,TMEM38B,628839722,>sp|Q9NVV0|TM38B_HUMAN Trimeric intracellular cation channel type B OS=Homo sapiens GN=TMEM38B PE=1 SV=1
Q69YN4;Q69YN4-3;Q69YN4-2;Q69YN4-4,0.21168772732562,0.0916233461242017,9,"","",Protein virilizer homolog,KIAA1429,13624100080,>sp|Q69YN4|VIR_HUMAN Protein virilizer homolog OS=Homo sapiens GN=KIAA1429 PE=1 SV=2;>sp|Q69YN4-3|VIR_HUMAN Isoform 3 of Protein virilizer homolog OS=Homo sapiens GN=KIAA1429;>sp|Q69YN4-2|VIR_HUMAN Isoform 2 of Protein virilizer homolog OS=Homo sapiens GN=
Q9H3Z4;Q9H3Z4-2,0.211562329889922,0.0579075890832815,5,"","",DnaJ homolog subfamily C member 5,DNAJC5,9525631650,>sp|Q9H3Z4|DNJC5_HUMAN DnaJ homolog subfamily C member 5 OS=Homo sapiens GN=DNAJC5 PE=1 SV=1;>sp|Q9H3Z4-2|DNJC5_HUMAN Isoform 2 of DnaJ homolog subfamily C member 5 OS=Homo sapiens GN=DNAJC5
P63220,0.211561856708375,0.0727062421422029,12,"","",40S ribosomal protein S21,RPS21,222795025230,>sp|P63220|RS21_HUMAN 40S ribosomal protein S21 OS=Homo sapiens GN=RPS21 PE=1 SV=1
P07814,0.211544688092398,0.0762286224655519,15,"","",Bifunctional glutamate/proline--tRNA ligase;Glutamate--tRNA ligase;Proline--tRNA ligase,EPRS,741412018380,>sp|P07814|SYEP_HUMAN Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens GN=EPRS PE=1 SV=5
Q8IW41-2;Q8IW41,0.211456029386862,0.0758027801637347,5,"","",MAP kinase-activated protein kinase 5,MAPKAPK5,2760071990,>sp|Q8IW41-2|MAPK5_HUMAN Isoform 2 of MAP kinase-activated protein kinase 5 OS=Homo sapiens GN=MAPKAPK5;>sp|Q8IW41|MAPK5_HUMAN MAP kinase-activated protein kinase 5 OS=Homo sapiens GN=MAPKAPK5 PE=1 SV=2
Q92604,0.21144284975825,0.0542402077560837,6,"","",Acyl-CoA:lysophosphatidylglycerol acyltransferase 1,LPGAT1,1330183961,>sp|Q92604|LGAT1_HUMAN Acyl-CoA:lysophosphatidylglycerol acyltransferase 1 OS=Homo sapiens GN=LPGAT1 PE=1 SV=1
Q86U90,0.211421278910194,0.0729930302407316,10,"","","YrdC domain-containing protein, mitochondrial",YRDC,3763853670,">sp|Q86U90|YRDC_HUMAN YrdC domain-containing protein, mitochondrial OS=Homo sapiens GN=YRDC PE=1 SV=1"
P42229;P42229-2,0.211348072083822,0.0944348795891663,6,"","",Signal transducer and activator of transcription 5A,STAT5A,1070984490,>sp|P42229|STA5A_HUMAN Signal transducer and activator of transcription 5A OS=Homo sapiens GN=STAT5A PE=1 SV=1;>sp|P42229-2|STA5A_HUMAN Isoform 2 of Signal transducer and activator of transcription 5A OS=Homo sapiens GN=STAT5A
Q6UW02;Q6UW02-2,0.211270874239287,0.0858093858085543,8,"","",Cytochrome P450 20A1,CYP20A1,8129067210,>sp|Q6UW02|CP20A_HUMAN Cytochrome P450 20A1 OS=Homo sapiens GN=CYP20A1 PE=1 SV=1;>sp|Q6UW02-2|CP20A_HUMAN Isoform 2 of Cytochrome P450 20A1 OS=Homo sapiens GN=CYP20A1
Q8N511,0.211130689071553,0.0558163575384032,6,"","",Transmembrane protein 199,TMEM199,4409321140,>sp|Q8N511|TM199_HUMAN Transmembrane protein 199 OS=Homo sapiens GN=TMEM199 PE=1 SV=1
Q13356;Q13356-2,0.210684669037459,0.0442839252667685,7,"","",Peptidyl-prolyl cis-trans isomerase-like 2,PPIL2,2810897698,>sp|Q13356|PPIL2_HUMAN Peptidyl-prolyl cis-trans isomerase-like 2 OS=Homo sapiens GN=PPIL2 PE=1 SV=1;>sp|Q13356-2|PPIL2_HUMAN Isoform 2 of Peptidyl-prolyl cis-trans isomerase-like 2 OS=Homo sapiens GN=PPIL2
P63165,0.210477439021331,0.101792564364118,14,"","",Small ubiquitin-related modifier 1,SUMO1,47029643571,>sp|P63165|SUMO1_HUMAN Small ubiquitin-related modifier 1 OS=Homo sapiens GN=SUMO1 PE=1 SV=1
Q00341;Q00341-2,0.210441659561492,0.0966907826469991,15,"","",Vigilin,HDLBP,478951964110,>sp|Q00341|VIGLN_HUMAN Vigilin OS=Homo sapiens GN=HDLBP PE=1 SV=2;>sp|Q00341-2|VIGLN_HUMAN Isoform 2 of Vigilin OS=Homo sapiens GN=HDLBP
Q9NZB2;Q9NZB2-6;Q9NZB2-4,0.2103301621403,0.0839022426540059,11,"","",Constitutive coactivator of PPAR-gamma-like protein 1,FAM120A,79155785091,>sp|Q9NZB2|F120A_HUMAN Constitutive coactivator of PPAR-gamma-like protein 1 OS=Homo sapiens GN=FAM120A PE=1 SV=2;>sp|Q9NZB2-6|F120A_HUMAN Isoform F of Constitutive coactivator of PPAR-gamma-like protein 1 OS=Homo sapiens GN=FAM120A;>sp|Q9NZB2-4|F120A_HUMA
